Date,Open,High,Low,Close,Adj Close,Volume
2019-05-21,2854.020020,2868.879883,2854.020020,2864.360107,2864.360107,3218700000
2019-05-22,2856.060059,2865.469971,2851.110107,2856.270020,2856.270020,3192510000
2019-05-23,2836.699951,2836.699951,2805.489990,2822.239990,2822.239990,3891980000
2019-05-24,2832.409912,2841.360107,2820.189941,2826.060059,2826.060059,2887390000
2019-05-28,2830.030029,2840.510010,2801.580078,2802.389893,2802.389893,4121410000
2019-05-29,2790.250000,2792.030029,2766.060059,2783.020020,2783.020020,3700050000
2019-05-30,2786.939941,2799.000000,2776.739990,2788.860107,2788.860107,3273790000
Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,1655.130005,1674.260010,1651.000000,1671.729980,1671.729980,4974900
2019-03-04,1685.000000,1709.430054,1674.359985,1696.170044,1696.170044,6167400
2019-03-05,1702.949951,1707.800049,1689.010010,1692.430054,1692.430054,3681500
2019-03-06,1695.969971,1697.750000,1668.280029,1668.949951,1668.949951,3996000
2019-03-07,1667.369995,1669.750000,1620.510010,1625.949951,1625.949951,4957000
2019-03-08,1604.010010,1622.719971,1586.569946,1620.800049,1620.800049,4667000
2019-03-11,1626.119995,1672.290039,1626.010010,1670.619995,1670.619995,3876400
2019-03-12,1669.000000,1684.270020,1660.979980,1673.099976,1673.099976,3614500
2019-03-13,1683.000000,1700.000000,1679.349976,1690.810059,1690.810059,3552000
2019-03-14,1691.199951,1702.000000,1684.339966,1686.219971,1686.219971,2946600
2019-03-15,1703.000000,1718.800049,1693.130005,1712.359985,1712.359985,7550900
2019-03-18,1712.699951,1750.000000,1712.630005,1742.150024,1742.150024,5429100
2019-03-19,1753.510010,1784.160034,1753.510010,1761.849976,1761.849976,6364200
2019-03-20,1769.939941,1799.500000,1767.030029,1797.270020,1797.270020,6265600
2019-03-21,1796.260010,1823.750000,1787.280029,1819.260010,1819.260010,5767800
2019-03-22,1810.170044,1818.979980,1763.109985,1764.770020,1764.770020,6363000
2019-03-25,1757.790039,1782.680054,1747.500000,1774.260010,1774.260010,5103800
2019-03-26,1793.000000,1805.770020,1773.359985,1783.760010,1783.760010,4865900
2019-03-27,1784.130005,1787.500000,1745.680054,1765.699951,1765.699951,4324800
2019-03-28,1770.000000,1777.930054,1753.469971,1773.420044,1773.420044,3043000
2019-03-29,1786.579956,1792.859985,1776.630005,1780.750000,1780.750000,3320800
2019-04-01,1800.109985,1815.670044,1798.729980,1814.189941,1814.189941,4238800
2019-04-02,1811.020020,1820.000000,1805.119995,1813.979980,1813.979980,3448100
2019-04-03,1826.719971,1830.000000,1809.619995,1820.699951,1820.699951,3980600
2019-04-04,1820.650024,1828.750000,1804.199951,1818.859985,1818.859985,3623900
2019-04-05,1829.000000,1838.579956,1825.189941,1837.280029,1837.280029,3640500
2019-04-08,1833.229980,1850.199951,1825.109985,1849.859985,1849.859985,3752800
2019-04-09,1845.489990,1853.089966,1831.780029,1835.839966,1835.839966,3714400
2019-04-10,1841.000000,1848.000000,1828.810059,1847.329956,1847.329956,2964000
2019-04-11,1848.699951,1849.949951,1840.310059,1844.069946,1844.069946,2654800
2019-04-12,1848.400024,1851.500000,1841.300049,1843.060059,1843.060059,3114400
2019-04-15,1842.000000,1846.849976,1818.900024,1844.869995,1844.869995,3724400
2019-04-16,1851.349976,1869.770020,1848.000000,1863.040039,1863.040039,3044600
2019-04-17,1872.989990,1876.469971,1860.439941,1864.819946,1864.819946,2893500
2019-04-18,1868.790039,1870.819946,1859.479980,1861.689941,1861.689941,2749900
2019-04-22,1855.400024,1888.420044,1845.640015,1887.310059,1887.310059,3373800
2019-04-23,1891.199951,1929.260010,1889.579956,1923.770020,1923.770020,4640400
2019-04-24,1925.000000,1929.689941,1898.160034,1901.750000,1901.750000,3675800
2019-04-25,1917.000000,1922.449951,1900.310059,1902.250000,1902.250000,6099100
2019-04-26,1929.000000,1951.000000,1898.000000,1950.630005,1950.630005,8432600
2019-04-29,1949.000000,1956.339966,1934.089966,1938.430054,1938.430054,4021300
2019-04-30,1930.099976,1935.709961,1906.949951,1926.520020,1926.520020,3506000
2019-05-01,1933.089966,1943.640015,1910.550049,1911.520020,1911.520020,3117000
2019-05-02,1913.329956,1921.550049,1881.869995,1900.819946,1900.819946,3962900
2019-05-03,1949.000000,1964.400024,1936.000000,1962.459961,1962.459961,6381600
2019-05-06,1917.979980,1959.000000,1910.500000,1950.550049,1950.550049,5417800
2019-05-07,1939.989990,1949.099976,1903.380005,1921.000000,1921.000000,5902100
